timestamp,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume
2024-04-04 11:35:00+00:00,522.805,522.905,522.7701,522.8721,294010.0,445.425,445.66,445.38,445.64,185953.0
2024-04-04 11:40:00+00:00,522.88,523.09,522.88,523.06,658438.0,445.65,445.8585,445.645,445.8301,317794.0
2024-04-04 11:45:00+00:00,523.06,523.13,522.94,523.02,277321.0,445.85,445.91,445.66,445.8,197412.0
2024-04-04 11:50:00+00:00,523.03,523.2886,523.025,523.22,614501.0,445.805,446.0412,445.805,446.03,217517.0
2024-04-04 11:55:00+00:00,523.2201,523.31,523.15,523.26,324054.0,446.04,446.2,445.97,446.2,247368.0
2024-04-04 12:00:00+00:00,523.27,523.43,523.18,523.43,875969.0,446.2,446.4499,446.115,446.4499,411228.0
2024-04-04 12:05:00+00:00,523.425,523.8674,523.42,523.775,977404.0,446.445,446.8388,446.445,446.7581,830504.0
2024-04-04 12:10:00+00:00,523.78,523.85,523.515,523.58,552151.0,446.76,446.89,446.53,446.53,494375.0
2024-04-04 12:15:00+00:00,523.58,523.65,523.48,523.48,1277927.0,446.53,446.61,446.46,446.53,208175.0
2024-04-04 12:20:00+00:00,523.49,523.6,523.41,523.49,344175.0,446.5373,446.7303,446.48,446.6,310220.0
2024-04-04 12:25:00+00:00,523.49,523.54,523.445,523.5102,230905.0,446.6,446.655,446.53,446.63,125197.0
2024-04-04 12:30:00+00:00,523.52,523.54,523.41,523.455,224101.0,446.6401,446.685,446.51,446.635,185150.0
2024-04-04 12:35:00+00:00,523.46,523.55,523.415,523.52,203067.0,446.635,446.805,446.57,446.735,232102.0
2024-04-04 12:40:00+00:00,523.51,523.58,523.41,523.485,224635.0,446.74,446.84,446.65,446.7088,325172.0
2024-04-04 12:45:00+00:00,523.48,523.57,523.445,523.49,171095.0,446.71,446.86,446.66,446.7,167281.0
2024-04-04 12:50:00+00:00,523.485,523.62,523.475,523.62,436679.0,446.695,446.929,446.67,446.88,229051.0
2024-04-04 12:55:00+00:00,523.61,523.62,523.28,523.44,355431.0,446.88,446.89,446.53,446.705,242505.0
2024-04-04 13:00:00+00:00,523.44,523.44,523.2,523.24,267334.0,446.69,446.735,446.3825,446.42,220757.0
2024-04-04 13:05:00+00:00,523.23,523.4214,523.22,523.4214,217069.0,446.415,446.62,446.395,446.62,438195.0
2024-04-04 13:10:00+00:00,523.421,523.47,523.32,523.36,243321.0,446.62,446.66,446.515,446.57,161800.0
2024-04-04 13:15:00+00:00,523.37,523.38,523.245,523.2901,205819.0,446.575,446.61,446.4301,446.4799,153821.0
2024-04-04 13:20:00+00:00,523.28,523.3201,523.19,523.24,189249.0,446.47,446.49,446.32,446.4,158718.0
2024-04-04 13:25:00+00:00,523.24,523.2912,523.155,523.17,254562.0,446.37,446.5,446.32,446.35,267335.0
2024-04-04 13:30:00+00:00,523.17,523.19,522.955,523.0,310190.0,446.34,446.42,446.18,446.29,212312.0
2024-04-04 13:35:00+00:00,522.9919,523.1,522.96,522.98,493136.0,446.28,446.405,446.22,446.23,319594.0
2024-04-04 13:40:00+00:00,522.98,522.985,522.5,522.655,586068.0,446.24,446.255,445.76,445.85,553223.0
2024-04-04 13:45:00+00:00,522.65,522.69,522.235,522.465,611708.0,445.86,445.94,445.415,445.655,504950.0
